PaperID,Abstract
1079,"Variations associated with stenting systems, artery properties, and doctor skills necessitate a better understanding of coronary artery stents so as to facilitate the design of stents that are customized to individual patients. This paper presents the development of an integrated computer simulation-based design approach using engineering finite element analysis (FEA) models for capturing stent knowledge, utility theory-based decision models for representing the design preferences, and statistics-based surrogate models for improving process efficiency. Two focuses of the paper are: 1) understanding the significance of engineering analysis and surrogate models in the simulation-based design of medical devices; 2) investigating the modeling implications in the context of stent design. The study reveals that the advanced nonlinear FEA software with analysis capacities on large deformation and contact interaction has offered a platform to execute high fidelity simulations, yet the selection of appropriate analysis models is still subject to the tradeoff between cost of analysis and accuracy of solution; the cost-prohibitive simulations necessitate the employment of surrogate models in subsequent multi-objective design optimization. A detailed comparison between regression models and Kriging models suggests the importance of sampling schemes in successfully implementing Kriging methods."
1080,"The use of metamodels in simulation-based robust design introduces a new source of uncertainty that we term "
1081,"The objective of this research was to develop a function-based method for analyzing the critical sequences of events that must occur for complex space missions to be successful. The resulting methodology, the Function-based Analysis of Critical Events, or FACE, uses functional and event models to identify the changes in functionality of a system as it transitions between critical mission events. Two examples are presented that detail the application of FACE to prior mission failures including the loss of the Columbia orbiter and the failure of the Mars Polar Lander probe. The result of the research is a methodology that allows designers to not only reduce the occurrence of such failures but also analyze the specific functional causes of the failures when they do occur."
1082,"Even though model-based simulations are widely used in engineering design, it remains a challenge to validate models and assess the risks and uncertainties associated with the use of predictive models for design decision making. In most of the existing work, model validation is viewed as verifying the model accuracy, measured by the agreement between computational and experimental results. However, from the design perspective, a good model is considered as the one that can provide the discrimination (good resolution) between design candidates. In this work, a Bayesian approach is presented to assess the uncertainty in model prediction by combining data from both physical experiments and the computer model. Based on the uncertainty quantification of model prediction, some design-oriented model validation metrics are further developed to guide designers for achieving high confidence of using predictive models in making a specific design decision. We demonstrate that the Bayesian approach provides a flexible framework for drawing inferences for predictions in the intended but may be untested design domain, where design settings of physical experiments and the computer model may or may not overlap. The implications of the proposed validation metrics are studied, and their potential roles in a model validation procedure are highlighted."
1083,"A multi-disciplinary modeling and design optimization formulation for uncertainty effects consideration is presented in this paper. The optimization approach considers minimization of uncertainty factors related to the overall system performance while satisfying target requirements specified in the form of constraints. The design problem is decomposed into two analysis systems; performance design and uncertainty effects analysis. Each design system can be partitioned into several subsystems according to the different functions they perform. Performance evaluation is considered by minimizing the variations between specified expected values of performance functions and their target values. Uncertainty effects analysis is defined by minimizing the ratio of the maximum variations caused by uncertainty factors over the expected function values. The entire problem has been treated as a multi-disciplinary design optimization (MDO) for maximum robustness and performance achievement. An electromechanical system is used as an example to demonstrate this optimization methodology."
1084,"Structural analysis and design optimization have recently been extended to consider various uncertainties. If the statistical data for the uncertainties are sufficient to construct the input distribution function, the uncertainties can be treated as random variables and RBDO is used; otherwise, the uncertainties can be treated as fuzzy variables and PBDO is used. However, many structural design problems include both uncertainties with sufficient data and uncertainties with insufficient data. For these problems, RBDO will yield an unreliable design since the distribution functions of uncertainties are not believable. On the other hand, treating the random variables as fuzzy variables and invoking PBDO may yield too conservative design with a higher optimum cost. This paper proposes a new design formulation using the performance measure approach (PMA). For the inverse analysis, this paper proposes a new most probable/possible point (MPPP) search method called maximal failure search (MFS), which is an integration of the enhanced hybrid mean value method (HMV+) and maximal possibility search (MPS) method. Some mathematical and physical examples are used to demonstrate the proposed inverse analysis method and design formulation."
1085,"The objective of reliability-based robust design optimization (RBRDO) is to minimize the product quality loss function subject to probabilistic constraints. Since the quality loss function is usually expressed in terms of the first two statistical moments, mean and variance, many methods have been proposed to accurately and efficiently estimate the moments. Among the methods, the univariate dimension reduction method (DRM), performance moment integration (PMI), and percentile difference method (PDM) are recently proposed methods. In this paper, estimation of statistical moments and their sensitivities are carried out using DRM and compared with results obtained using PMI and PDM. In addition, PMI and DRM are also compared in terms of how accurately and efficiently they estimate the statistical moments and their sensitivities of a performance function. In this comparison, PDM is excluded since PDM could not even accurately estimate the statistical moments of the performance function. Also, robust design optimization using DRM is developed and then compared with the results of RBRDO using PMI and PDM. Several numerical examples are used for the two comparisons. The comparisons show that DRM is efficient when the number of design variables is small and PMI is efficient when the number of design variables is relatively large. For the inverse reliability analysis of reliability-based design, the enriched performance measure approach (PMA+) is used."
1086,"Human Machine Interactions Systems (HMI) are decisive for acceptance and safety of new cockpits in the automotive as well as in the aerospace industries. A new design and simulation platform called INSIDES will be presented where virtual cockpit prototypes are being built based on 3D CAD geometry e.g. from CATIA and integrated with logical interaction data derived from UML specifications. This new development platform enables the continuous validation and check of new interaction concepts by involving usability engineers in the very early stage of the development cycle. Since the simulation work is being done in the context of the entire aircraft cockpit / car interior with all instruments, control commands as well as displays devices a better validation of HMI systems can be achieved."
1087,"Currently industrial design is mainly done by CAD and mock-up is created to evaluate the design. This process is repeated from the rough sketches to the final detailed mock-up until the designer is satisfied. In this process, creating the mock-up, especially detailed mock-up, is quite costly. Hence, there is a need to improve the efficiency of mock-up fabrication. One of the strategies for realizing this is to use virtual models (VM) instead of mock-up. VM is a model which is created on computer by 3D computer graphics, and it allows realistic graphical modeling which can be modified easily, reduces time considerably, and enables dynamic viewing of models from any angle and orientation. Despite this, mock-ups are still required because the process of design evaluation by touching physical models (PM) is still important to designers. To resolve this disadvantage of VM, this paper proposes a new evaluation system for industrial design. With this system, VM and the rapid prototyping mock-up are overlapped in virtual space to produce a tangible VM. This new type of VM functions just like a detailed mock-up but can be created much faster and cheaper. This system employs the concept of Augmented Virtuality (AV), which is mainly based on virtual space and real objects are added to reinforce the virtual space. In this case, haptic information from the rapid prototyping mock-up is added to optical information from the VM. When estimating the 3D position of a real object, optical information is used considerably more than haptic information. Therefore, if there are only a few positional or geometrical differences between the rapid prototyping mock-up and the VM, the differences can be offset by the (incorporated into the) optical information. For this reason, if the designer needs to modify the product shape, only the VM needs to be modified, allowing old mock-ups to be used repeatedly. This means that designers can evaluate a variety of product designs with only one mock-up, thus reducing both time and the costs for creating a mock-up. The operator wears a data glove on his/her hand to construct a virtual hand in the virtual space. With this virtual hand, the operator can also evaluate the user interface (UI) of the product by means of pushing buttons or watching display on the VM. This paper also provides a new method for overlapping the virtual space and real space."
1088,"A significant amount of research has established that product platform planning is effective for the development of multiple products and management strategy for companies in today’s market. However, there are still significant challenges in planning and the realization of product families and platforms. This is particularly true for determining family and platform architectures—imperative assets in companies in order to pursue competitive advantages. It is a challenging task because individual customization of products generally competes with the goal of maximizing platform commonality. To address this challenge, this paper introduces a graphical computer-based modeling environment to support product design teams in configuring modular product families. In the modeling environment, a product family can be decomposed into its products, modules, and functions. Also, interfaces among the product components can be elaborated by defining the relationship types (fundamental, redundant, and operational). Further elaboration can be achieved by defining an appropriate set of module drivers from four different perspectives: financial, customer, design processes, and organizational culture/IT. These features facilitate modeling of a product family at multiple levels of abstraction as capturing design drivers, reasoning and goals. The application of the modeling environment is illustrated with a family of coffee-makers. It is demonstrated how the proposed modeling method offers a comprehensive representation and understanding of product family planning by integrating multiple perspectives on modular architecting. Moreover, a matrix-based analysis option is provided for design teams to view the relationships between the technical functions and the forms, and the design goals and the customer requirements in a preliminary manner."
1089,"This paper describes our initial efforts to develop a 3D visualization tool that is part of an overall effort to create a Concept Generator, an automated conceptual design tool, to aid a designer during the early stages of the design process. The use of CAD software has diversified into various disciplines that have made use of simulation and software modeling tools for reasons that range from improving accuracy in design, reduction in lead times, and simple visualizations. The impacts of CAD software have been beneficial in industry and education. Described in this paper is the use of low-memory VRML models to represent components. These low memory models have been created to achieve several goals that complement the overall objectives of the concept generator. One key goal is that the concept generator be accessible via the web, thus the need for low-memory and low-data models. Additionally, as the concept generator is intended for usage during early conceptual design, the 3D visualization tool allows the creation of models upon which basic manipulations can be performed so that a designer can get an initial feel of the structure that his product is going to take. Our research has enabled us to create a basic visualization tool which, while similar in nature to most other CAD software tools, is unique, in that it represents the link, as a visual interface, between a formulated concept and the designer. The paper presents the research problem, an overview of the architecture of the software tool and some preliminary results on visual representations as an aid to concept generation."
1090,"The automotive industry is very competitive and companies are spending enormous amounts of resources on the development of new cars. The success of a new model is highly correlated to how well the designers and engineers have been able to blend features, functionality, quality and design to bring an attractive car to a certain segment of the market at the right time. Furthermore, as modern manufacturing techniques have enabled most manufacturers to offer standard features in their cars, the design has become a major selling point and one of the key factors for the ‘image’ associated with a company. However, the image, or form impression of a car, stated in natural language, is subtle and difficult to directly relate to concrete design parameters. With few tools to address this issue, designers are left to rely on their experience and sensitivity to current trends in order to meet the customer expectations for a new model. The purpose of the method reported in this paper is to provide a foundation for a design support system, which can help designers visualize and validate the complex relationship between form impressions and design parameters. This was achieved by expressing form impressions in natural language as sets of 10 weighted attributes. 14 design parameters were established to describe the basic shape of a car and data on the form impression for 31 different shapes was collected via a survey designed by the Taguchi method. Factor analysis was performed to extract correlated factors and eliminate the overlap of meaning between attributes. A neural network, able to relate form impressions expressed in these factors to basic proportions of a car, was created, trained and used to generalize design parameters corresponding to any form impression presented to it. Finally, a 3D-model with the desired form impression was automatically created by the CAD-system outlined in this paper. These results show that this method can be used to create a design support system, which has a sensibility to the form impressions various shapes will give."
1091,"Conceptual design is a key early activity in product development. However, limited understanding of the conceptual design process and lack of quantitative information at this stage of design pose difficulties for effective design concept generation and evaluation. In this paper, we propose a hierarchical co-evolutionary approach to supporting design concept generation and evaluation. The approach adopts a zigzag process in which grammar rules guide function decomposition and functions and means co-evolve at each level of decomposition hierarchy. It provides an automatic computational solution to complex conceptual design systems. In this paper, the details of the approach are described, and an example of designing a mechanical personal transporter is presented to show the effectiveness of the proposed approach."
1092,"Road Safety System development is complex task, which requires the collaboration between designers and accidentologists. However, designers and accidentologists do not share the same viewpoints, neither the same models to analyze an accident, nor the same technical language. This makes their communication a complex task in a design process. "
1093,"We present a two-step technique for learning reusable design procedures from observations of a designer in action. This technique is intended for the domain of parametric design problems in which the designer iteratively adjusts the parameters of a design so as to satisfy the design requirements. In the first step of the two-step learning process, decision tree learning is used to infer rules that predict which design parameter the designer will change for any particular state of an evolving design. In the second step, decision tree learning is again used, but this time to learn explicit termination conditions for the rules learned in the first step. The termination conditions are used to predict how large of a parameter change should be made when a rule is applied. The learned rules, and termination conditions, can be used to automatically solve new design problems with a minimum of human intervention. Initial experiments with this technique suggest that it is considerably more efficient than the previous technique which was incapable of learning explicit rule termination conditions. In particular, the rule termination conditions allow a program to automatically solve new design problems with far fewer iterations than required with the previous approach."
1094,"In traditional optimal control and design problems, the control gains and design parameters are usually derived to minimize a cost function reflecting the system performance and control effort. One major challenge of such approaches is the selection of weighting matrices in the cost function, which are usually determined via trial and error and human intuition. While various techniques have been proposed to automate the weight selection process, they either can not address complex design problems or suffer from slow convergence rate and high computational costs. We propose a layered approach based on Q-learning, a reinforcement learning technique, on top of genetic algorithms (GA) to determine the best weightings for optimal control and design problems. The layered approach allows for reuse of knowledge. Knowledge obtained via Q-learning in a design problem can be used to speed up the convergence rate of a similar design problem. Moreover, the layered approach allows for solving optimizations that cannot be solved by GA alone. To test the proposed method, we perform numerical experiments on a sample active-passive hybrid vibration control problem, namely adaptive structures with active-passive hybrid piezoelectric networks (APPN). These numerical experiments show that the proposed Q-learning scheme is a promising approach for."
1095,"Design collaboration is recognized as an effective approach in joint problem solving to achieve success of product development in distributed and heterogeneous environments. Design collaboration involves communication of design information, coordination of design activities, and negotiation of design conflicts between multi-disciplinary teams. To support these critical requirements in collaborative design, methodologies and software systems are needed. This paper shares our experience in the method and software development for a Web-enabled engineering object modeling environment. It presents our methods for interoperable and extensible design information modeling, for intelligent object behaviors embedment in CAD models, and for design information sharing across product lifecycle applications through a common vocabulary. The prototype implementation of the modeling environment provides standardized and localized engineering objects embedded with design semantics and intelligent behaviors for the information needs from multiple engineering software applications. The prototype also provides activity coordination and negotiation facilities through team setting, online visualization, live updating, conflict management, and messaging. Use scenarios are discussed in the paper."
1096,"Most complex systems, including engineering systems such as cars, airplanes, and satellites, are the results of the interactions of many distinct entities working on different parts of the design. Decentralized systems constitute a special class of design under distributed environments. They are characterized as large and complex systems divided into several smaller entities that have autonomy in local optimization and decision-making. A primary issue in "
1097,"This paper reviews recent developments and persisting challenges in facilitating collaborative engineering design. The review has two foci: 1) design information and representations, and 2) engineering workstations. Recent developments regarding these foci are discussed for their contribution to facilitating collaborative design. The paper concludes with directing attention to current challenges and recommendations for research."
1098,"Recently, almost all industrially manufactured consumer goods have a high level of engineering excellence, and product designers face an increasingly difficult task of creating products that will stand out in a competitive marketplace. At present, users tend to base their purchasing decisions on the product’s degree of fitness to their preferences, not the degree of functional fulfillment that the product offers. The development of products that are more attractive to users requires the consideration of human preferences and sensibilities, so-called “Kansei,” as well as the skillful application of these factors to the design sequence. The process of identifying and clarifying Kansei suggests that personal preferences concerning a given product are strongly influenced by both the person’s environment and the circumstances in which the product will be used. Analyzing both of these clarifies the influence that subconscious desires and human nature have on the expression of Kansei. This paper proposes a method for extracting the Kansei of potential customers and applying it to product designs that aim to maximize their human appeal, rather than their technical superiority."
1099,"In this paper, it is illustrated how computational design methods such as design optimization and probabilistic analysis is applied to system simulation models in a web based framework. Special emphasis is given models defined in the Modelica modeling language. An XML-based information system for representation and management of design data for use together with Modelica models as well as other types of models is proposed. This approach introduces a separation between the model of the system and data related to the design of the product. This is important in order to facilitate the use of computational methods in a generic way. A web based framework for integration of simulation models and computational methods is further illustrated. The framework is based on open standards for distributed computing and enables so-called service oriented architecture. Finally, an example is presented, where design optimization and probabilistic analysis is carried out on a Modelica model of an aircraft actuation system using the proposed and implemented tools and methods."
1100,"Synergies and integration in design set a mechatronic system apart from a traditional, multi-disciplinary system. This paper proposes a method for the modularization and evaluation of different mechatronic design concepts in the early stages of product development processes. In order to consider the specific aspects of complex systems, a design metric is presented, which assists the design engineer in finding the best solution concept. For the description and evaluation of a complex mechatronic system, it is essential to decompose the total system into a hierarchical structure of mechatronic sub-modules. The number of levels in the decomposition, as well as the number of mechatronic modules involved, is indicative of the complexity of the design task."
1101,"This research introduces an evolutionary design database model to describe design requirements and design results developed at different design stages from conceptual design to detailed design. In this model, the evolutionary design database is represented by a sequence of worlds corresponding to the design descriptions at different design stages. The design requirements and design results in each world are modeled using a database representation scheme that integrates both geometric descriptions and non-geometric descriptions. In each world, only the differences with its ancestor world are recorded. When the design descriptions in one world are changed, these changes are then propagated to its descendant worlds automatically. Consistency of the design descriptions in descendant worlds is also checked when design descriptions in an ancestor world are changed. Case study is conducted to show the effectiveness of this evolutionary design database model."
1102,"This paper proposes a spatial three degrees of freedom parallel kinematic machine enhanced by a passive leg and a web-based remote control system. First, the geometric model of the three degrees of freedom parallel kinematic machine is addressed; in the mechanism, a fourth kinematic link — a passive link connecting the base center to the moving platform center — is introduced. This last link is used to constrain the motion of the tool (located in the moving platform) to only three degrees of freedom, as well as to enhance the global stiffness of the structure and distribute the torque from machining. With the kinematic model, a web-based remote control approach is then applied. The concept of the web-based remote manipulation approach is introduced and the principles behind the method are explored in detail. Finally, an example of remote manipulation is demonstrated to the proposed 3-DOF structure using web-based remote control concept before conclusions."
1103,"Design in general is about increasing the information of the product/system. Therefore it is natural to investigate the design process from an information theoretical point of view. There are basically two (although related) strains of information theory. The first is the information theory of communication. Another strain is the algorithmic theory of information. In this paper the design process is described as a information transformation process, where an initial set of requirements are transformed to a system specification. Performance and cost are both a functions of complexity and refinement, that can be expressed in information theoretical terms. The information theoretical model is demonstrated on examples. The model has implications for the balance between number of design parameters, and the degree of convergence in design optimization. Furthermore, the relationship between concept refinement and design space expansion can be viewed in information theoretical terms."
1104,"To meet the needs for product variety, many companies are shifting from a mass production mode to mass customization, which demands quick response to the needs of individual customers with high quality and low costs. One of the key elements of mass customization is that the product family can share some modules. The multifunction nature of mechanical components necessitates designers to redesign them each time a component’s function changes. This is the main obstacle to the practical mechanical product family modeling. In this paper, a graph grammar based mechanical product family modeling method is proposed. The other issue that is studied in this paper is tolerancing, which is a critical part of the product design process because it is intimately related to a product’s quality and costs. A functional tolerance specification method, called the mirror method, is proposed to provide guidelines for the component’s datum reference frame construction and generic and uniform functional tolerance specifications."
1105,"Design optimization algorithms have traditionally focused on lowering weight and improving structural performance. Although cost is a vital factor in every emerging design, existing tools lack key features and capabilities in optimizing designs for minimum product cost at acceptable performance levels. This paper presents a novel methodology for developing a decision support tool for designers based on manufacturing cost. The approach focuses on exploiting the advantages offered by combining parametric CAD, Finite element analysis, feature based cost estimation and optimization techniques within a single automated system. This methodology is then applied in optimizing the geometry for minimum manufacturing cost of an engine mounting link from a Rolls-Royce civil aircraft engine."
1106,"The House of Quality is a popular tool that supports information processing and decision making in the engineering design process. While its application is an aid in conceptual aspects of the design process, its use as a quantitative decision support tool in engineering design is potentially flawed. This flaw is a result of assumptions behind the methodology of the House of Quality and is viewed as an important deficiency that can lead to potentially invalid and poor decisions. In this paper this deficiency and its implications are explored both experimentally and empirically. The resulting conclusions are important to future use and improvement of the House of Quality as an engineering design tool."
1107,"Supporting the decision of a group in engineering design is a challenging and complicated problem when issues like consensus, consistency, conflict, and compromise must be taken into account. In this paper, we present two developments extending the Group Hypothetical Equivalents and Inequivalents Method (Group-HEIM) and making it applicable to new classes of group decision problems. The first extension focuses on handling forms of value functions other than the traditional L1 -norm. The second extension focuses on updating the formulation to place unequal importance on the preferences of the group members. Typically, there are some group members whose experience, education, and/or knowledge makes their input more important. The formulation presented in this paper allows team leaders to emphasize the input from certain group members. Illustration and validation of the developments are presented using a vehicle selection problem. Data from twelve engineering design teams is used to demonstrate the application of the method."
1108,"An important aspect of product development is design for manufacturability (DFM) analysis that aims to incorporate manufacturing requirements into early product decision-making. Existing methods in DFM seldom quantify explicitly the tradeoffs between revenues and costs generated by making design choices that may be desirable in the market but costly to manufacture. This paper builds upon previous work coordinating models for engineering design and marketing product line decision-making by incorporating quantitative models of manufacturing investment and production allocation. The result is a methodology that considers engineering design decisions quantitatively in the context of manufacturing and market consequences in order to resolve tradeoffs, not only among performance objectives, but also between market preferences and manufacturing cost."
1109,"Flexible systems maintain a high performance level under changing operating conditions or design requirements. Flexible systems acquire this powerful feature by allowing critical aspects of their design con guration to change during the operating life of the product or system. In the design of such systems, designers are often required to make critical decisions regarding the exible and the non-exible aspects of the design con guration. We propose an optimization based methodology to design exible systems that allows a designer to effectively make such critical decisions. The proposed methodology judiciously generates candidate optimal design versions of the exible system. These design versions are evaluated using multiobjective techniques in terms of the level of exibility and the associated penalty. A highly exible system maintains optimal performance under changing operating conditions, but could result in increased cost and complexity of operation. The proposed methodology provides a systematic approach for incorporating designer preferences and selecting the most desirable design version — a feature absent in several recently proposed exible system design frameworks. The developments of this paper are demonstrated with the help of a exible three-bar-truss design example."
1110,"Collecting design error or failure information in a database (FKDB: Failure Knowledge Database) gives an organization an effective place for designers to study and learn past events so they will not repeat the same mistakes in their own design. When a designer makes an error, however, he had not foreseen the mistake at all. Once made, the error may seem trivial and even predictable, however, at the time of design, the problem and facts that surround the error are completely concealed from the designers mind. The designer, therefore, has no intention to look at past failure information that relate to the error he is repeating at the time of his design. This often makes the FKDB, despite of all the efforts in collecting the information it holds, a mere collection of past failure cases waiting for its passive use; the designer may occasionally look it up for the purpose of general study. A group of people including one of the authors, in the past, developed a conceptual design tool, Creative Design Engine (CDE) that helps the designer by displaying mechanisms, machines, sub-assemblies, and related information that realize functional requirements that the designer wants to accomplish. The tool effectively brings the designer’s consciousness to ideas new to him or something that escaped his mind at the time of conceptual design. We analyzed this tool and laid out the modifications necessary so that it not only displays design solutions and alternative options to the designer but also gives warnings to the designer about design error he is about to make during conceptual design. The application will constantly monitor the designer’s intention to compare it to known failures in the FKDB."
1111,"On March 26, 2004, a six-year-old boy ran into an automatic revolving door when it was about to close. The door caught the boy’s head and killed him. The accident immediately caught the attention of mass media, police, government, and the people. Amidst all the opinions and talks about how dangerous these automatic revolving doors are and how safety measures should be installed, we organized a group of volunteers to analyze the dynamics of the accident to measure the forces, door velocity, acceleration, and if available, the driving current and voltage of the motors. The group not only studied the same door that caused the fatal accident but it also ran the same series of tests on a smaller size power-assisted revolving door, an automatic sliding door, an elevator door, a building shutter, a commuter train door, a bullet train door, an automatic sliding door on an automobile, and its power window. With the safety mechanisms disabled, we measured an impact force of 548kgf on a dummy head of a 3-year old when it was jammed between the revolving door edge and the door frame. The human scull of a child crushes at only 100kgf and our results show that in addition to this large automatic revolving door, the smaller size power-assisted revolving door, the shutter, and manually closing automobile doors generate forces that exceed this limit. These doors inherit the danger of causing fatal accidents."
1112,"In and after about the year 2000, organizations have started to build databases of workers’ accidents, troubles in the production processes, and customer complaints to make positive use of such failure information. For quantifying such organizational applications and clarifying their problems, we developed a new worksheet, “Failure Knowledge Application Evaluation Sheet (FKAES)”, and conducted a survey by having members of the Association for the Study of Failure fill out the worksheet. Our research disclosed the following facts with organizations. They properly feedback failures that require action in the production and inspection processes, however, do not identify those that require action in the planning or development processes as failures because they have organizational causes rather than technical. Large corporations with 1,000 or more employees practice more applications than smaller ones, and some even publicize their failure applications to customers and stockowners."
1113,"In product design and manufacturing, robust design leads to a product that has good quality. Robust design is reviewed in two categories: one is the process and the other is the robustness index. The process means efficient manipulation of the mean response and the variance. The robustness index indicates a measure of insensitiveness with respect to the variation. To improve existing methods, a three-step robust design (TRD) is proposed. The first step is “reduce the variance,” the second is “find multiple candidate designs,” and the third is “select the optimum robust design by using the robustness index,” Furthermore, a new robustness index is introduced in order to accommodate the characteristics of the probability of success in axiomatic design and the Taguchi’s loss function. The new robustness indices are compared with the existing ones. The developed robust design process is verified by examples and the results using the robustness index are compared with those of other indices."
1114,"Process planning is a key product development activity that links design and manufacturing, and is traditionally carried out based on the outcome of the design process. One of the consequences of conducting process planning after design is that the process planning (manufacturability) information needed in the execution of upstream activities is in most cases not available formally. Using informal manufacturability information in the early phases of the product development process can lead to e.g. untrustworthy feasibility study or unnecessary design iterations. As an attempt to solve this problem, a modular procedure for execution of process planning activities is proposed in this paper. It allows for the execution of some of the process planning activities to commence as soon as the details of the order and the requirements for the product are known. The goal is to ensure that formal manufacturability information is available in various stages of the product development process, including to those activities that take place prior to process planning. The new modular process planning procedure has been applied, and it has been found that the design iterations caused by lack of manufacturability information can be avoided. This paper first defines the problem and presents related works. It then introduces the modular process planning procedure, and presents an application case study."
1115,"This research introduces a new approach to model the non-linear relations among different design evaluation measures and to achieve the optimal design considering these different design evaluation measures through multi-objective optimization. In this approach, different design evaluation measures are mapped to comparable design evaluation indices. The non-linear relation between a design evaluation measure and its design evaluation index is identified based on the least-square curve-fitting method. The weighting factors for different design evaluation indices, representing the importance measures of these indices in the multi-objective design optimization, are achieved using the pair-wise comparison method. A case study example of automobile caliper disc brake design considering 4 different design evaluation measures is given to illustrate the effectiveness of the introduced approach."
1116,"Design of modern engineering products requires complexity management. Several methodologies for complex system optimization have been developed in response. Single-level strategies centralize decision-making authority, while multi-level strategies distribute the decision-making process. This article studies the impact of coupling strength on single-level Multidisciplinary Design Optimization formulations, particularly the Multidisciplinary Feasible (MDF) and Individual Disciplinary Feasible (IDF) formulations. The Fixed Point Iteration solution strategy is used to motivate the analysis. A new example problem with variable coupling strength is introduced, involving the design of a turbine blade and a fully analytic mathematical model. The example facilitates a clear illustration of MDF and IDF and provides an insightful comparison between these two formulations. Specifically, it is shown that MDF is sensitive to variations in coupling strength, while IDF is not."
1117,"In this paper, we present the development and application of a Technical Feasibility Model (TFM) used in preliminary design to determine whether or not a set of desired product specifications is technically feasible, and the optimality of those specifications with respect to the Pareto frontier. The TFM is developed by integrating the capabilities of a multidisciplinary design framework, a multi-objective design optimization tool, a Pareto set gap analyzer, metamodeling methods, and mathematical methods for feasibility assessment. This tool is then applied to a three objective example problem and to a five objective passenger vehicle design problem by analyzing benchmarking data from 78 late model sedans."
1118,"This paper deals with development of Genetic Range Genetic Algorithms (GRGAs). In GRGAs, one of the key is to set a new searching range, it needs to be followed after current searching situations, to be focused on local minute search and to be scattered as widely as possible for global search. However, first two strategies have a possibility of early stage convergence, and random scattering cause vain function calls to produce the range which seems no chance to prosper for a number of generations. In this paper, we propose a new method of setting it by using Particle Swarm Optimization (PSO) to overcome dilemma of the conventional method."
1119,"One area in design optimization is component based design where the designer has to choose between many different discrete alternatives. These types of problems have discrete character and in order to admit optimization an interpolation between the alternatives is often performed. However, in this paper a modified version of the non-gradient algorithm the Complex method is developed where no interpolation between alternatives is needed. Furthermore, the optimization algorithm itself is optimized using a performance metric that measures the effectiveness of the algorithm. In this way the optimal performance of the proposed discrete Complex method has been identified. Another important area in design optimization is the case of optimization based on simulations. For such problems no gradient information is available, hence non-gradient methods are therefore a natural choice. The application for this paper is the design of an industrial robot where the system performance is evaluated using comprehensive simulation models. The objective is to maximize performance with constraints on lifetime and cost, and the design variables are discrete choices of gear boxes for the different axes."
